card_id,front,back,answer,russian,japanese,pos,imperfective,perfective,source_rounds,source_sections,tags,needs_review,include_in_app
app500_m0108,第62回 未整理語彙,"答え：第62回の未整理語彙を追加
出題回：62
文脈：この回の文法I〜IV・露文和訳・和文露訳・聴取・口頭作文から追加していく",第62回の未整理語彙を追加,第62回 未整理語彙,第62回の未整理語彙を追加,,,,62,未整理,ロシア語2級;todo;第62回,要確認,除外
app500_m0109,第64回 未整理語彙,"答え：第64回の未整理語彙を追加
出題回：64
文脈：この回の文法I〜IV・露文和訳・和文露訳・聴取・口頭作文から追加していく",第64回の未整理語彙を追加,第64回 未整理語彙,第64回の未整理語彙を追加,,,,64,未整理,ロシア語2級;todo;第64回,要確認,除外
app500_m0110,第66回 未整理語彙,"答え：第66回の未整理語彙を追加
出題回：66
文脈：この回の文法I〜IV・露文和訳・和文露訳・聴取・口頭作文から追加していく",第66回の未整理語彙を追加,第66回 未整理語彙,第66回の未整理語彙を追加,,,,66,未整理,ロシア語2級;todo;第66回,要確認,除外
app500_m0111,第68回 未整理語彙,"答え：第68回の未整理語彙を追加
出題回：68
文脈：この回の文法I〜IV・露文和訳・和文露訳・聴取・口頭作文から追加していく",第68回の未整理語彙を追加,第68回 未整理語彙,第68回の未整理語彙を追加,,,,68,未整理,ロシア語2級;todo;第68回,要確認,除外
app500_m0112,第70回 未整理語彙,"答え：第70回の未整理語彙を追加
出題回：70
文脈：この回の文法I〜IV・露文和訳・和文露訳・聴取・口頭作文から追加していく",第70回の未整理語彙を追加,第70回 未整理語彙,第70回の未整理語彙を追加,,,,70,未整理,ロシア語2級;todo;第70回,要確認,除外
app500_m0113,第72回 未整理語彙,"答え：第72回の未整理語彙を追加
出題回：72
文脈：この回の文法I〜IV・露文和訳・和文露訳・聴取・口頭作文から追加していく",第72回の未整理語彙を追加,第72回 未整理語彙,第72回の未整理語彙を追加,,,,72,未整理,ロシア語2級;todo;第72回,要確認,除外
app500_m0114,第74回 未整理語彙,"答え：第74回の未整理語彙を追加
出題回：74
文脈：この回の文法I〜IV・露文和訳・和文露訳・聴取・口頭作文から追加していく",第74回の未整理語彙を追加,第74回 未整理語彙,第74回の未整理語彙を追加,,,,74,未整理,ロシア語2級;todo;第74回,要確認,除外
app500_m0115,第76回 未整理語彙,"答え：第76回の未整理語彙を追加
出題回：76
文脈：この回の文法I〜IV・露文和訳・和文露訳・聴取・口頭作文から追加していく",第76回の未整理語彙を追加,第76回 未整理語彙,第76回の未整理語彙を追加,,,,76,未整理,ロシア語2級;todo;第76回,要確認,除外
app500_m0116,第78回 未整理語彙,"答え：第78回の未整理語彙を追加
出題回：78
文脈：この回の文法I〜IV・露文和訳・和文露訳・聴取・口頭作文から追加していく",第78回の未整理語彙を追加,第78回 未整理語彙,第78回の未整理語彙を追加,,,,78,未整理,ロシア語2級;todo;第78回,要確認,除外
app500_m0117,第82回 未整理語彙,"答え：第82回の未整理語彙を追加
出題回：82
文脈：この回の文法I〜IV・露文和訳・和文露訳・聴取・口頭作文から追加していく",第82回の未整理語彙を追加,第82回 未整理語彙,第82回の未整理語彙を追加,,,,82,未整理,ロシア語2級;todo;第82回,要確認,除外
app500_m0118,第84回 未整理語彙,"答え：第84回の未整理語彙を追加
出題回：84
文脈：この回の文法I〜IV・露文和訳・和文露訳・聴取・口頭作文から追加していく",第84回の未整理語彙を追加,第84回 未整理語彙,第84回の未整理語彙を追加,,,,84,未整理,ロシア語2級;todo;第84回,要確認,除外
app500_m0119,第86回 未整理語彙,"答え：第86回の未整理語彙を追加
出題回：86
文脈：この回の文法I〜IV・露文和訳・和文露訳・聴取・口頭作文から追加していく",第86回の未整理語彙を追加,第86回 未整理語彙,第86回の未整理語彙を追加,,,,86,未整理,ロシア語2級;todo;第86回,要確認,除外
app500_m0120,обе́дать — пообе́дать,"答え：昼食をとる
品詞：動詞
不完了体：обе́дать
完了体：пообе́дать
出題回：74
出題区分：文法II
文脈：動詞の体・語彙選択",昼食をとる,обе́дать — пообе́дать,昼食をとる,動詞,обе́дать,пообе́дать,74,文法II,ロシア語2級;verb;動詞;第74回,要確認,候補
app500_m0121,одева́ться — оде́ться,"答え：服を着る
品詞：動詞
不完了体：одева́ться
完了体：оде́ться
出題回：74
出題区分：文法II
文脈：動詞の体・語彙選択",服を着る,одева́ться — оде́ться,服を着る,動詞,одева́ться,оде́ться,74,文法II,ロシア語2級;verb;動詞;第74回,要確認,候補
app500_m0122,отдыха́ть — отдохну́ть,"答え：休む
品詞：動詞
不完了体：отдыха́ть
完了体：отдохну́ть
出題回：74
出題区分：文法II
文脈：動詞の体・語彙選択",休む,отдыха́ть — отдохну́ть,休む,動詞,отдыха́ть,отдохну́ть,74,文法II,ロシア語2級;verb;動詞;第74回,要確認,候補
app500_m0123,принима́ть — приня́ть,"答え：受け取る・採用する
品詞：動詞
不完了体：принима́ть
完了体：приня́ть
出題回：74
出題区分：文法II
文脈：動詞の体・語彙選択",受け取る・採用する,принима́ть — приня́ть,受け取る・採用する,動詞,принима́ть,приня́ть,74,文法II,ロシア語2級;verb;動詞;第74回,要確認,候補
app500_m0124,сади́ться — сесть,"答え：座る・乗る
品詞：動詞
不完了体：сади́ться
完了体：сесть
出題回：74
出題区分：文法II
文脈：動詞の体・語彙選択",座る・乗る,сади́ться — сесть,座る・乗る,動詞,сади́ться,сесть,74,文法II,ロシア語2級;verb;動詞;第74回,要確認,候補
app500_m0125,спра́шивать — спроси́ть,"答え：尋ねる
品詞：動詞
不完了体：спра́шивать
完了体：спроси́ть
出題回：74
出題区分：文法II
文脈：動詞の体・語彙選択",尋ねる,спра́шивать — спроси́ть,尋ねる,動詞,спра́шивать,спроси́ть,74,文法II,ロシア語2級;verb;動詞;第74回,要確認,候補
app500_m0126,волнова́ться — взволнова́ться,"答え：心配する・動揺する
品詞：動詞
不完了体：волнова́ться
完了体：взволнова́ться
出題回：70
出題区分：文法II
文脈：動詞の体・語彙選択",心配する・動揺する,волнова́ться — взволнова́ться,心配する・動揺する,動詞,волнова́ться,взволнова́ться,70,文法II,ロシア語2級;verb;動詞;第70回,要確認,候補
app500_m0127,гото́виться — подгото́виться,"答え：準備する
品詞：動詞
不完了体：гото́виться
完了体：подгото́виться
出題回：70
出題区分：文法II
文脈：動詞の体・語彙選択",準備する,гото́виться — подгото́виться,準備する,動詞,гото́виться,подгото́виться,70,文法II,ロシア語2級;verb;動詞;第70回,要確認,候補
app500_m0128,доезжа́ть — дое́хать,"答え：乗り物で到着する
品詞：動詞
不完了体：доезжа́ть
完了体：дое́хать
出題回：70
出題区分：文法II
文脈：動詞の体・語彙選択",乗り物で到着する,доезжа́ть — дое́хать,乗り物で到着する,動詞,доезжа́ть,дое́хать,70,文法II,ロシア語2級;verb;動詞;第70回,要確認,候補
app500_m0129,запомина́ть — запо́мнить,"答え：覚える
品詞：動詞
不完了体：запомина́ть
完了体：запо́мнить
出題回：70
出題区分：文法II
文脈：動詞の体・語彙選択",覚える,запомина́ть — запо́мнить,覚える,動詞,запомина́ть,запо́мнить,70,文法II,ロシア語2級;verb;動詞;第70回,要確認,候補
app500_m0130,посеща́ть — посети́ть,"答え：訪問する・通う
品詞：動詞
不完了体：посеща́ть
完了体：посети́ть
出題回：70
出題区分：文法II
文脈：動詞の体・語彙選択",訪問する・通う,посеща́ть — посети́ть,訪問する・通う,動詞,посеща́ть,посети́ть,70,文法II,ロシア語2級;verb;動詞;第70回,要確認,候補
app500_m0131,приезжа́ть — прие́хать,"答え：到着する
品詞：動詞
不完了体：приезжа́ть
完了体：прие́хать
出題回：70
出題区分：文法II
文脈：動詞の体・語彙選択",到着する,приезжа́ть — прие́хать,到着する,動詞,приезжа́ть,прие́хать,70,文法II,ロシア語2級;verb;動詞;第70回,要確認,候補
app500_m0132,простра́нство,"答え：空間
品詞：名詞
性：中性
出題回：84
出題区分：文法I
文脈：地球・大気・太陽光",空間,простра́нство,空間,名詞,,,84,文法I,ロシア語2級;vocab;名詞;第84回,要確認,候補
app500_m0133,голубо́й,"答え：青い・空色の
品詞：形容詞
出題回：84
出題区分：文法I
文脈：地球・大気・太陽光",青い・空色の,голубо́й,青い・空色の,形容詞,,,84,文法I,ロシア語2級;vocab;形容詞;第84回,要確認,候補
app500_m0134,преиму́щественно,"答え：主に・優勢に
品詞：副詞
出題回：84
出題区分：文法I
文脈：地球・大気・太陽光",主に・優勢に,преиму́щественно,主に・優勢に,副詞,,,84,文法I,ロシア語2級;vocab;副詞;第84回,要確認,候補
app500_m0135,шко́льник,"答え：生徒・児童
品詞：名詞
性：男性
出題回：84
出題区分：露文和訳
文脈：夏休みと学習",生徒・児童,шко́льник,生徒・児童,名詞,,,84,露文和訳,ロシア語2級;vocab;名詞;第84回,要確認,候補
app500_m0136,ле́тние кани́кулы,"答え：夏休み
品詞：名詞句
数：複数
出題回：84
出題区分：露文和訳
文脈：夏休みと学習",夏休み,ле́тние кани́кулы,夏休み,名詞句,,,84,露文和訳,ロシア語2級;vocab;名詞句;第84回,要確認,候補
app500_m0137,с по́льзой,"答え：有益に
品詞：表現
出題回：84
出題区分：露文和訳
文脈：夏休みと学習",有益に,с по́льзой,有益に,表現,,,84,露文和訳,ロシア語2級;vocab;表現;第84回,要確認,候補
app500_m0138,отстава́ние,"答え：遅れ
品詞：名詞
性：中性
出題回：84
出題区分：露文和訳
文脈：夏休みと学習",遅れ,отстава́ние,遅れ,名詞,,,84,露文和訳,ロシア語2級;vocab;名詞;第84回,要確認,候補
app500_m0139,восстановле́ние,"答え：回復
品詞：名詞
性：中性
出題回：84
出題区分：露文和訳
文脈：夏休みと学習",回復,восстановле́ние,回復,名詞,,,84,露文和訳,ロシア語2級;vocab;名詞;第84回,要確認,候補
app500_m0140,роди́тели,"答え：両親
品詞：名詞
数：複数
出題回：84
出題区分：露文和訳
文脈：夏休みと学習",両親,роди́тели,両親,名詞,,,84,露文和訳,ロシア語2級;vocab;名詞;第84回,要確認,候補
app500_m0141,ла́герь,"答え：キャンプ・合宿
品詞：名詞
性：男性
出題回：84
出題区分：露文和訳
文脈：夏休みと学習",キャンプ・合宿,ла́герь,キャンプ・合宿,名詞,,,84,露文和訳,ロシア語2級;vocab;名詞;第84回,要確認,候補
app500_m0142,ограниче́ние,"答え：制限
品詞：名詞
性：中性
出題回：84
出題区分：露文和訳
文脈：夏休みと学習",制限,ограниче́ние,制限,名詞,,,84,露文和訳,ロシア語2級;vocab;名詞;第84回,要確認,候補
app500_m0143,местные жи́тели,"答え：現地の人々
品詞：名詞句
数：複数
出題回：84
出題区分：和文露訳
文脈：旅行・観光客対応",現地の人々,местные жи́тели,現地の人々,名詞句,,,84,和文露訳,ロシア語2級;vocab;名詞句;第84回,要確認,候補
app500_m0144,иностра́нный тури́ст,"答え：外国人観光客
品詞：名詞句
性：男性
出題回：84
出題区分：和文露訳
文脈：旅行・観光客対応",外国人観光客,иностра́нный тури́ст,外国人観光客,名詞句,,,84,和文露訳,ロシア語2級;vocab;名詞句;第84回,要確認,候補
app500_m0145,отноше́ние к тури́стам,"答え：観光客への接し方・態度
品詞：名詞句
性：中性
出題回：84
出題区分：和文露訳
文脈：旅行・観光客対応",観光客への接し方・態度,отноше́ние к тури́стам,観光客への接し方・態度,名詞句,,,84,和文露訳,ロシア語2級;vocab;名詞句;第84回,要確認,候補
app500_m0146,гора́ Фу́дзи,"答え：富士山
品詞：名詞句
性：女性
出題回：84
出題区分：文法III
文脈：富士山・オーバーツーリズム",富士山,гора́ Фу́дзи,富士山,名詞句,,,84,文法III,ロシア語2級;vocab;名詞句;第84回,要確認,候補
app500_m0147,пла́та,"答え：料金
品詞：名詞
性：女性
出題回：84
出題区分：文法III
文脈：富士山・オーバーツーリズム",料金,пла́та,料金,名詞,,,84,文法III,ロシア語2級;vocab;名詞;第84回,要確認,候補
app500_m0148,маршру́т,"答え：ルート・道順
品詞：名詞
性：男性
出題回：84
出題区分：文法III
文脈：富士山・オーバーツーリズム",ルート・道順,маршру́т,ルート・道順,名詞,,,84,文法III,ロシア語2級;vocab;名詞;第84回,要確認,候補
app500_m0149,на са́мом де́ле,"答え：実際には・本当は
品詞：表現
出題回：84
出題区分：文法I
文脈：地球・大気・太陽光",実際には・本当は,на са́мом де́ле,実際には・本当は,表現,,,84,文法I,ロシア語2級;phrase;表現;第84回,要確認,候補
app500_m0150,на пе́рвый взгляд,"答え：一見したところ
品詞：表現
出題回：84
出題区分：文法I
文脈：地球・大気・太陽光",一見したところ,на пе́рвый взгляд,一見したところ,表現,,,84,文法I,ロシア語2級;phrase;表現;第84回,要確認,候補
app500_m0151,пого́да,"答え：天気
品詞：名詞
性：女性
出題回：70
出題区分：文法I
文脈：天気とロシア人の生活",天気,пого́да,天気,名詞,,,70,文法I,ロシア語2級;vocab;名詞;第70回,要確認,候補
app500_m0152,ро́ль,"答え：役割
品詞：名詞
性：女性
出題回：70
出題区分：文法I
文脈：天気とロシア人の生活",役割,ро́ль,役割,名詞,,,70,文法I,ロシア語2級;vocab;名詞;第70回,要確認,候補
app500_m0153,посло́вица,"答え：ことわざ
品詞：名詞
性：女性
出題回：70
出題区分：文法I
文脈：天気とロシア人の生活",ことわざ,посло́вица,ことわざ,名詞,,,70,文法I,ロシア語2級;vocab;名詞;第70回,要確認,候補
app500_m0154,погово́рка,"答え：言い回し・ことわざ
品詞：名詞
性：女性
出題回：70
出題区分：文法I
文脈：天気とロシア人の生活",言い回し・ことわざ,погово́рка,言い回し・ことわざ,名詞,,,70,文法I,ロシア語2級;vocab;名詞;第70回,要確認,候補
app500_m0155,анекдо́т,"答え：小話・ジョーク
品詞：名詞
性：男性
出題回：70
出題区分：文法I
文脈：天気とロシア人の生活",小話・ジョーク,анекдо́т,小話・ジョーク,名詞,,,70,文法I,ロシア語2級;vocab;名詞;第70回,要確認,候補
app500_m0156,жа́ра,"答え：暑さ
品詞：名詞
性：女性
出題回：70
出題区分：文法I
文脈：天気とロシア人の生活",暑さ,жа́ра,暑さ,名詞,,,70,文法I,ロシア語2級;vocab;名詞;第70回,要確認,候補
app500_m0157,прохла́да,"答え：涼しさ
品詞：名詞
性：女性
出題回：70
出題区分：文法I
文脈：天気とロシア人の生活",涼しさ,прохла́да,涼しさ,名詞,,,70,文法I,ロシア語2級;vocab;名詞;第70回,要確認,候補
app500_m0158,засу́ха,"答え：干ばつ
品詞：名詞
性：女性
出題回：70
出題区分：文法I
文脈：天気とロシア人の生活",干ばつ,засу́ха,干ばつ,名詞,,,70,文法I,ロシア語2級;vocab;名詞;第70回,要確認,候補
app500_m0159,сля́коть,"答え：ぬかるみ・みぞれ混じりの悪天候
品詞：名詞
性：女性
出題回：70
出題区分：文法I
文脈：天気とロシア人の生活",ぬかるみ・みぞれ混じりの悪天候,сля́коть,ぬかるみ・みぞれ混じりの悪天候,名詞,,,70,文法I,ロシア語2級;vocab;名詞;第70回,要確認,候補
app500_m0160,прогно́з пого́ды,"答え：天気予報
品詞：名詞句
性：男性
出題回：70
出題区分：文法I
文脈：天気とロシア人の生活",天気予報,прогно́з пого́ды,天気予報,名詞句,,,70,文法I,ロシア語2級;vocab;名詞句;第70回,要確認,候補
app500_m0161,стихи́йное бе́дствие,"答え：自然災害
品詞：名詞句
性：中性
出題回：70
出題区分：文法I
文脈：天気とロシア人の生活",自然災害,стихи́йное бе́дствие,自然災害,名詞句,,,70,文法I,ロシア語2級;vocab;名詞句;第70回,要確認,候補
app500_m0162,наводне́ние,"答え：洪水
品詞：名詞
性：中性
出題回：70
出題区分：文法I
文脈：天気とロシア人の生活",洪水,наводне́ние,洪水,名詞,,,70,文法I,ロシア語2級;vocab;名詞;第70回,要確認,候補
app500_m0163,фе́рмер,"答え：農家・農場主
品詞：名詞
性：男性
出題回：70
出題区分：文法I
文脈：天気とロシア人の生活",農家・農場主,фе́рмер,農家・農場主,名詞,,,70,文法I,ロシア語2級;vocab;名詞;第70回,要確認,候補
app500_m0164,моря́к,"答え：船乗り・水夫
品詞：名詞
性：男性
出題回：70
出題区分：文法I
文脈：天気とロシア人の生活",船乗り・水夫,моря́к,船乗り・水夫,名詞,,,70,文法I,ロシア語2級;vocab;名詞;第70回,要確認,候補
app500_m0165,посе́в,"答え：種まき
品詞：名詞
性：男性
出題回：70
出題区分：文法I
文脈：天気とロシア人の生活",種まき,посе́в,種まき,名詞,,,70,文法I,ロシア語2級;vocab;名詞;第70回,要確認,候補
app500_m0166,шторм,"答え：嵐・暴風雨
品詞：名詞
性：男性
出題回：70
出題区分：文法I
文脈：天気とロシア人の生活",嵐・暴風雨,шторм,嵐・暴風雨,名詞,,,70,文法I,ロシア語2級;vocab;名詞;第70回,要確認,候補
app500_m0167,разгово́рный язы́к,"答え：話し言葉
品詞：名詞句
性：男性
出題回：70
出題区分：露文和訳
文脈：話し言葉という新しい言語",話し言葉,разгово́рный язы́к,話し言葉,名詞句,,,70,露文和訳,ロシア語2級;vocab;名詞句;第70回,要確認,候補
app500_m0168,литерату́рный язы́к,"答え：文学語・標準語
品詞：名詞句
性：男性
出題回：70
出題区分：露文和訳
文脈：話し言葉",文学語・標準語,литерату́рный язы́к,文学語・標準語,名詞句,,,70,露文和訳,ロシア語2級;vocab;名詞句;第70回,要確認,候補
app500_m0169,у́стная фо́рма,"答え：口頭形式
品詞：名詞句
性：女性
出題回：70
出題区分：露文和訳
文脈：話し言葉",口頭形式,у́стная фо́рма,口頭形式,名詞句,,,70,露文和訳,ロシア語2級;vocab;名詞句;第70回,要確認,候補
app500_m0170,заме́тка,"答え：メモ・短い記事
品詞：名詞
性：女性
出題回：70
出題区分：露文和訳
文脈：話し言葉",メモ・短い記事,заме́тка,メモ・短い記事,名詞,,,70,露文和訳,ロシア語2級;vocab;名詞;第70回,要確認,候補
app500_m0171,рюкза́к,"答え：リュックサック
品詞：名詞
性：男性
出題回：70
出題区分：和文露訳
文脈：通学リュック・教科書",リュックサック,рюкза́к,リュックサック,名詞,,,70,和文露訳,ロシア語2級;vocab;名詞;第70回,要確認,候補
app500_m0172,вес,"答え：重さ・体重
品詞：名詞
性：男性
出題回：70
出題区分：和文露訳
文脈：通学リュック・教科書",重さ・体重,вес,重さ・体重,名詞,,,70,和文露訳,ロシア語2級;vocab;名詞;第70回,要確認,候補
app500_m0173,страда́ть от жа́ры,"答え：暑さに苦しむ
品詞：表現
出題回：70
出題区分：文法I
文脈：天気とロシア人の生活",暑さに苦しむ,страда́ть от жа́ры,暑さに苦しむ,表現,,,70,文法I,ロシア語2級;phrase;表現;第70回,要確認,候補
app500_m0174,промо́кнуть от сля́коти,"答え：ぬかるみ・悪天候で濡れる
品詞：表現
出題回：70
出題区分：文法I
文脈：天気とロシア人の生活",ぬかるみ・悪天候で濡れる,промо́кнуть от сля́коти,ぬかるみ・悪天候で濡れる,表現,,,70,文法I,ロシア語2級;phrase;表現;第70回,要確認,候補
app500_m0175,влия́ть на жизнь,"答え：生活に影響する
品詞：表現
出題回：70
出題区分：文法I
文脈：天気とロシア人の生活",生活に影響する,влия́ть на жизнь,生活に影響する,表現,,,70,文法I,ロシア語2級;phrase;表現;第70回,要確認,候補
app500_m0176,экономи́ческое разви́тие,"答え：経済発展
品詞：名詞句
性：中性
出題回：74
出題区分：文法I
文脈：日本の経済発展・教育",経済発展,экономи́ческое разви́тие,経済発展,名詞句,,,74,文法I,ロシア語2級;vocab;名詞句;第74回,要確認,候補
app500_m0177,достиже́ние,"答え：達成・成果
品詞：名詞
性：中性
出題回：74
出題区分：文法I
文脈：日本の経済発展・教育",達成・成果,достиже́ние,達成・成果,名詞,,,74,文法I,ロシア語2級;vocab;名詞;第74回,要確認,候補
app500_m0178,ка́чество,"答え：質
品詞：名詞
性：中性
出題回：74
出題区分：文法I
文脈：日本の経済発展・教育",質,ка́чество,質,名詞,,,74,文法I,ロシア語2級;vocab;名詞;第74回,要確認,候補
app500_m0179,образе́ц,"答え：模範・手本
品詞：名詞
性：男性
出題回：74
出題区分：文法I
文脈：日本の経済発展・教育",模範・手本,образе́ц,模範・手本,名詞,,,74,文法I,ロシア語2級;vocab;名詞;第74回,要確認,候補
app500_m0180,похвала́,"答え：称賛
品詞：名詞
性：女性
出題回：74
出題区分：文法I
文脈：日本の経済発展・教育",称賛,похвала́,称賛,名詞,,,74,文法I,ロシア語2級;vocab;名詞;第74回,要確認,候補
app500_m0181,систе́ма образова́ния,"答え：教育制度
品詞：名詞句
性：女性
出題回：74
出題区分：文法I
文脈：日本の経済発展・教育",教育制度,систе́ма образова́ния,教育制度,名詞句,,,74,文法I,ロシア語2級;vocab;名詞句;第74回,要確認,候補
app500_m0182,оце́нка,"答え：評価
品詞：名詞
性：女性
出題回：74
出題区分：文法I
文脈：日本の経済発展・教育",評価,оце́нка,評価,名詞,,,74,文法I,ロシア語2級;vocab;名詞;第74回,要確認,候補
app500_m0183,показа́тель,"答え：指標
品詞：名詞
性：男性
出題回：74
出題区分：文法I
文脈：日本の経済発展・教育",指標,показа́тель,指標,名詞,,,74,文法I,ロシア語2級;vocab;名詞;第74回,要確認,候補
app500_m0184,мирово́й ли́дер,"答え：世界的リーダー・先進国
品詞：名詞句
性：男性
出題回：74
出題区分：文法I
文脈：日本の経済発展・教育",世界的リーダー・先進国,мирово́й ли́дер,世界的リーダー・先進国,名詞句,,,74,文法I,ロシア語2級;vocab;名詞句;第74回,要確認,候補
app500_m0185,сте́пень,"答え：程度・学位
品詞：名詞
性：女性
出題回：74
出題区分：文法I
文脈：日本の経済発展・教育",程度・学位,сте́пень,程度・学位,名詞,,,74,文法I,ロシア語2級;vocab;名詞;第74回,要確認,候補
app500_m0186,сре́днее образова́ние,"答え：中等教育
品詞：名詞句
性：中性
出題回：74
出題区分：文法I
文脈：日本の経済発展・教育",中等教育,сре́днее образова́ние,中等教育,名詞句,,,74,文法I,ロシア語2級;vocab;名詞句;第74回,要確認,候補
app500_m0187,вы́сшее образова́ние,"答え：高等教育
品詞：名詞句
性：中性
出題回：74
出題区分：文法I
文脈：日本の経済発展・教育",高等教育,вы́сшее образова́ние,高等教育,名詞句,,,74,文法I,ロシア語2級;vocab;名詞句;第74回,要確認,候補
app500_m0188,обяза́тельное образова́ние,"答え：義務教育
品詞：名詞句
性：中性
出題回：74
出題区分：文法I
文脈：日本の経済発展・教育",義務教育,обяза́тельное образова́ние,義務教育,名詞句,,,74,文法I,ロシア語2級;vocab;名詞句;第74回,要確認,候補
app500_m0189,вы́сшее уче́бное заведе́ние,"答え：高等教育機関・大学
品詞：名詞句
性：中性
出題回：74
出題区分：文法I
文脈：日本の経済発展・教育",高等教育機関・大学,вы́сшее уче́бное заведе́ние,高等教育機関・大学,名詞句,,,74,文法I,ロシア語2級;vocab;名詞句;第74回,要確認,候補
app500_m0190,тест,"答え：テスト
品詞：名詞
性：男性
出題回：74
出題区分：文法I
文脈：日本の経済発展・教育",テスト,тест,テスト,名詞,,,74,文法I,ロシア語2級;vocab;名詞;第74回,要確認,候補
app500_m0191,кра́йняя ме́ра,"答え：最後の手段
品詞：名詞句
性：女性
出題回：74
出題区分：文法I
文脈：日本の経済発展・教育",最後の手段,кра́йняя ме́ра,最後の手段,名詞句,,,74,文法I,ロシア語2級;vocab;名詞句;第74回,要確認,候補
app500_m0192,трудоспосо́бное населе́ние,"答え：労働可能人口
品詞：名詞句
性：中性
出題回：74
出題区分：露文和訳
文脈：日本の労働可能人口",労働可能人口,трудоспосо́бное населе́ние,労働可能人口,名詞句,,,74,露文和訳,ロシア語2級;vocab;名詞句;第74回,要確認,候補
app500_m0193,до́ля,"答え：割合
品詞：名詞
性：女性
出題回：74
出題区分：露文和訳
文脈：日本の労働可能人口",割合,до́ля,割合,名詞,,,74,露文和訳,ロシア語2級;vocab;名詞;第74回,要確認,候補
app500_m0194,населе́ние,"答え：人口
品詞：名詞
性：中性
出題回：74
出題区分：露文和訳
文脈：日本の労働可能人口",人口,населе́ние,人口,名詞,,,74,露文和訳,ロシア語2級;vocab;名詞;第74回,要確認,候補
app500_m0195,пенсионе́р,"答え：年金受給者
品詞：名詞
性：男性
出題回：74
出題区分：露文和訳
文脈：日本の労働可能人口",年金受給者,пенсионе́р,年金受給者,名詞,,,74,露文和訳,ロシア語2級;vocab;名詞;第74回,要確認,候補
app500_m0196,старе́ние,"答え：高齢化
品詞：名詞
性：中性
出題回：74
出題区分：露文和訳
文脈：日本の労働可能人口",高齢化,старе́ние,高齢化,名詞,,,74,露文和訳,ロシア語2級;vocab;名詞;第74回,要確認,候補
app500_m0197,музыка́льный ко́нкурс,"答え：音楽コンクール
品詞：名詞句
性：男性
出題回：74
出題区分：和文露訳
文脈：ドイツの音楽コンクール",音楽コンクール,музыка́льный ко́нкурс,音楽コンクール,名詞句,,,74,和文露訳,ロシア語2級;vocab;名詞句;第74回,要確認,候補
app500_m0198,скрипа́ч,"答え：ヴァイオリニスト
品詞：名詞
性：男性
出題回：74
出題区分：和文露訳
文脈：ドイツの音楽コンクール",ヴァイオリニスト,скрипа́ч,ヴァイオリニスト,名詞,,,74,和文露訳,ロシア語2級;vocab;名詞;第74回,要確認,候補
app500_m0199,выступле́ние,"答え：演奏・発表
品詞：名詞
性：中性
出題回：74
出題区分：和文露訳
文脈：ドイツの音楽コンクール",演奏・発表,выступле́ние,演奏・発表,名詞,,,74,和文露訳,ロシア語2級;vocab;名詞;第74回,要確認,候補
app500_m0200,инструме́нт,"答え：楽器・道具
品詞：名詞
性：男性
出題回：74
出題区分：和文露訳
文脈：ドイツの音楽コンクール",楽器・道具,инструме́нт,楽器・道具,名詞,,,74,和文露訳,ロシア語2級;vocab;名詞;第74回,要確認,候補
app500_m0201,все си́лы,"答え：全力
品詞：名詞句
数：複数
出題回：74
出題区分：和文露訳
文脈：ドイツの音楽コンクール",全力,все си́лы,全力,名詞句,,,74,和文露訳,ロシア語2級;vocab;名詞句;第74回,要確認,候補
app500_m0202,втора́я полови́на XX ве́ка,"答え：20世紀後半
品詞：表現
出題回：74
出題区分：文法I
文脈：日本の経済発展・教育",20世紀後半,втора́я полови́на XX ве́ка,20世紀後半,表現,,,74,文法I,ロシア語2級;phrase;表現;第74回,要確認,候補
app500_m0203,по́сле заверше́ния,"答え：終了後に
品詞：表現
出題回：74
出題区分：文法I
文脈：教育制度",終了後に,по́сле заверше́ния,終了後に,表現,,,74,文法I,ロシア語2級;phrase;表現;第74回,要確認,候補
app500_m0204,уве́ренно,"答え：自信を持って
品詞：副詞
出題回：62
出題区分：露文和訳
文脈：ロシア語で自信を持って話す",自信を持って,уве́ренно,自信を持って,副詞,,,62,露文和訳,ロシア語2級;vocab;副詞;第62回,要確認,候補
app500_m0205,выраже́ние,"答え：表現
品詞：名詞
性：中性
出題回：62
出題区分：露文和訳
文脈：ロシア語で自信を持って話す",表現,выраже́ние,表現,名詞,,,62,露文和訳,ロシア語2級;vocab;名詞;第62回,要確認,候補
app500_m0206,профе́ссия,"答え：職業
品詞：名詞
性：女性
出題回：62
出題区分：露文和訳
文脈：語彙と職業",職業,профе́ссия,職業,名詞,,,62,露文和訳,ロシア語2級;vocab;名詞;第62回,要確認,候補
app500_m0207,краткосро́чный,"答え：短期間の
品詞：形容詞
出題回：62
出題区分：露文和訳
文脈：語彙学習",短期間の,краткосро́чный,短期間の,形容詞,,,62,露文和訳,ロシア語2級;vocab;形容詞;第62回,要確認,候補
app500_m0208,внук,"答え：孫息子
品詞：名詞
性：男性
出題回：62
出題区分：和文露訳
文脈：孫の夏休み",孫息子,внук,孫息子,名詞,,,62,和文露訳,ロシア語2級;vocab;名詞;第62回,要確認,候補
app500_m0209,вну́чка,"答え：孫娘
品詞：名詞
性：女性
出題回：62
出題区分：和文露訳
文脈：孫の夏休み",孫娘,вну́чка,孫娘,名詞,,,62,和文露訳,ロシア語2級;vocab;名詞;第62回,要確認,候補
