master_id,entry_type,russian,russian_no_accent,japanese,pos,gender,number,imperfective,perfective,aspect_pair_key,case_pattern,source_rounds,source_sections,source_context,frequency,duplicate_group,level,category,card_direction,front,answer,back,tags,needs_review,review_status,review_note,include_in_app,original_card_ids,confidence
m0295,verb_pair,страда́ть — пострада́ть,страдать — пострадать,苦しむ／被害を受ける,動詞,,,страда́ть,пострада́ть,страдать—пострадать,,72,文法II,動詞の体・時制選択,1,страдать — пострадать,2,verb,ru→ja / ja→ru候補,страда́ть — пострада́ть,苦しむ／被害を受ける,"答え：苦しむ／被害を受ける
品詞：動詞
不完了体：страда́ть
完了体：пострада́ть
出典候補：第72回
状態：校正用・未確認",russian2;動詞対;不完了体;完了体;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0296,verb_pair,интересова́ться — заинтересова́ться,интересоваться — заинтересоваться,興味を持つ,動詞,,,интересова́ться,заинтересова́ться,интересоваться—заинтересоваться,,74,文法II,動詞の体・時制選択,1,интересоваться — заинтересоваться,2,verb,ru→ja / ja→ru候補,интересова́ться — заинтересова́ться,興味を持つ,"答え：興味を持つ
品詞：動詞
不完了体：интересова́ться
完了体：заинтересова́ться
出典候補：第74回
状態：校正用・未確認",russian2;動詞対;不完了体;完了体;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0297,verb_pair,улыба́ться — улыбну́ться,улыбаться — улыбнуться,微笑む,動詞,,,улыба́ться,улыбну́ться,улыбаться—улыбнуться,,78,文法II,動詞の体・時制選択,1,улыбаться — улыбнуться,2,verb,ru→ja / ja→ru候補,улыба́ться — улыбну́ться,微笑む,"答え：微笑む
品詞：動詞
不完了体：улыба́ться
完了体：улыбну́ться
出典候補：第78回
状態：校正用・未確認",russian2;動詞対;不完了体;完了体;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0298,verb_pair,пла́кать — запла́кать,плакать — заплакать,泣く,動詞,,,пла́кать,запла́кать,плакать—заплакать,,82,文法II,動詞の体・時制選択,1,плакать — заплакать,2,verb,ru→ja / ja→ru候補,пла́кать — запла́кать,泣く,"答え：泣く
品詞：動詞
不完了体：пла́кать
完了体：запла́кать
出典候補：第82回
状態：校正用・未確認",russian2;動詞対;不完了体;完了体;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0299,verb_pair,смея́ться — засмея́ться,смеяться — засмеяться,笑う,動詞,,,смея́ться,засмея́ться,смеяться—засмеяться,,84,文法II,動詞の体・時制選択,1,смеяться — засмеяться,2,verb,ru→ja / ja→ru候補,смея́ться — засмея́ться,笑う,"答え：笑う
品詞：動詞
不完了体：смея́ться
完了体：засмея́ться
出典候補：第84回
状態：校正用・未確認",russian2;動詞対;不完了体;完了体;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0300,verb_pair,мечта́ть — помечта́ть,мечтать — помечтать,夢見る,動詞,,,мечта́ть,помечта́ть,мечтать—помечтать,,86,文法II,動詞の体・時制選択,1,мечтать — помечтать,2,verb,ru→ja / ja→ru候補,мечта́ть — помечта́ть,夢見る,"答え：夢見る
品詞：動詞
不完了体：мечта́ть
完了体：помечта́ть
出典候補：第86回
状態：校正用・未確認",russian2;動詞対;不完了体;完了体;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0301,verb_pair,наде́яться — понаде́яться,надеяться — понадеяться,期待する／望む,動詞,,,наде́яться,понаде́яться,надеяться—понадеяться,,60,文法II,動詞の体・時制選択,1,надеяться — понадеяться,2,verb,ru→ja / ja→ru候補,наде́яться — понаде́яться,期待する／望む,"答え：期待する／望む
品詞：動詞
不完了体：наде́яться
完了体：понаде́яться
出典候補：第60回
状態：校正用・未確認",russian2;動詞対;不完了体;完了体;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0302,verb_pair,понима́ть — поня́ть,понимать — понять,理解する,動詞,,,понима́ть,поня́ть,понимать—понять,,62,文法II,動詞の体・時制選択,1,понимать — понять,2,verb,ru→ja / ja→ru候補,понима́ть — поня́ть,理解する,"答え：理解する
品詞：動詞
不完了体：понима́ть
完了体：поня́ть
出典候補：第62回
状態：校正用・未確認",russian2;動詞対;不完了体;完了体;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0303,verb_pair,ду́мать — подумать,думать — подумать,考える,動詞,,,ду́мать,подумать,думать—подумать,,64,文法II,動詞の体・時制選択,1,думать — подумать,2,verb,ru→ja / ja→ru候補,ду́мать — подумать,考える,"答え：考える
品詞：動詞
不完了体：ду́мать
完了体：подумать
出典候補：第64回
状態：校正用・未確認",russian2;動詞対;不完了体;完了体;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0304,verb_pair,реша́ться — реши́ться,решаться — решиться,決心する,動詞,,,реша́ться,реши́ться,решаться—решиться,,66,文法II,動詞の体・時制選択,1,решаться — решиться,2,verb,ru→ja / ja→ru候補,реша́ться — реши́ться,決心する,"答え：決心する
品詞：動詞
不完了体：реша́ться
完了体：реши́ться
出典候補：第66回
状態：校正用・未確認",russian2;動詞対;不完了体;完了体;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0305,verb_pair,обраща́ться — обрати́ться,обращаться — обратиться, обращать/обратиться：頼る／呼びかける,動詞,,,обраща́ться,обрати́ться,обращаться—обратиться,,68,文法II,動詞の体・時制選択,1,обращаться — обратиться,2,verb,ru→ja / ja→ru候補,обраща́ться — обрати́ться, обращать/обратиться：頼る／呼びかける,"答え： обращать/обратиться：頼る／呼びかける
品詞：動詞
不完了体：обраща́ться
完了体：обрати́ться
出典候補：第68回
状態：校正用・未確認",russian2;動詞対;不完了体;完了体;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0306,vocab,свет,свет,光,名詞,男性,,,,,,78,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,свет,2,noun,ru→ja / ja→ru候補,свет,光,"答え：光
品詞：名詞
性：男性
出典候補：第78回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0307,vocab,глаз,глаз,目,名詞,男性,,,,,,82,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,глаз,2,noun,ru→ja / ja→ru候補,глаз,目,"答え：目
品詞：名詞
性：男性
出典候補：第82回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0308,vocab,цвет,цвет,色,名詞,男性,,,,,,84,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,цвет,2,noun,ru→ja / ja→ru候補,цвет,色,"答え：色
品詞：名詞
性：男性
出典候補：第84回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0309,vocab,о́блако,облако,雲,名詞,中性,,,,,,60,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,облако,2,noun,ru→ja / ja→ru候補,о́блако,雲,"答え：雲
品詞：名詞
性：中性
出典候補：第60回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0310,vocab,дождь,дождь,雨,名詞,男性,,,,,,72,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,дождь,2,noun,ru→ja / ja→ru候補,дождь,雨,"答え：雨
品詞：名詞
性：男性
出典候補：第72回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0311,vocab,ве́тер,ветер,風,名詞,男性,,,,,,74,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,ветер,2,noun,ru→ja / ja→ru候補,ве́тер,風,"答え：風
品詞：名詞
性：男性
出典候補：第74回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0312,vocab,бедствие,бедствие,災害,名詞,中性,,,,,,82,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,бедствие,2,noun,ru→ja / ja→ru候補,бедствие,災害,"答え：災害
品詞：名詞
性：中性
出典候補：第82回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0313,vocab,прогно́з,прогноз,予報,名詞,男性,,,,,,62,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,прогноз,2,noun,ru→ja / ja→ru候補,прогно́з,予報,"答え：予報
品詞：名詞
性：男性
出典候補：第62回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0314,vocab,форма,форма,形式,名詞,女性,,,,,,68,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,форма,2,noun,ru→ja / ja→ru候補,форма,形式,"答え：形式
品詞：名詞
性：女性
出典候補：第68回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0315,vocab,запи́ска,записка,メモ,名詞,女性,,,,,,70,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,записка,2,noun,ru→ja / ja→ru候補,запи́ска,メモ,"答え：メモ
品詞：名詞
性：女性
出典候補：第70回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0316,vocab,обще́ние,общение,交流／コミュニケーション,名詞,中性,,,,,,74,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,общение,2,noun,ru→ja / ja→ru候補,обще́ние,交流／コミュニケーション,"答え：交流／コミュニケーション
品詞：名詞
性：中性
出典候補：第74回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0317,vocab,семья́,семья,家族,名詞,女性,,,,,,76,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,семья,2,noun,ru→ja / ja→ru候補,семья́,家族,"答え：家族
品詞：名詞
性：女性
出典候補：第76回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0318,vocab,ребёнок,ребенок,子ども,名詞,男性,,,,,,82,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,ребенок,2,noun,ru→ja / ja→ru候補,ребёнок,子ども,"答え：子ども
品詞：名詞
性：男性
出典候補：第82回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0319,vocab,море,море,海,名詞,中性,,,,,,70,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,море,2,noun,ru→ja / ja→ru候補,море,海,"答え：海
品詞：名詞
性：中性
出典候補：第70回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0320,vocab,берег,берег,岸,名詞,男性,,,,,,74,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,берег,2,noun,ru→ja / ja→ru候補,берег,岸,"答え：岸
品詞：名詞
性：男性
出典候補：第74回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0321,vocab,гора́,гора,山,名詞,女性,,,,,,76,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,гора,2,noun,ru→ja / ja→ru候補,гора́,山,"答え：山
品詞：名詞
性：女性
出典候補：第76回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0322,vocab,верши́на,вершина,頂上,名詞,女性,,,,,,78,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,вершина,2,noun,ru→ja / ja→ru候補,верши́на,頂上,"答え：頂上
品詞：名詞
性：女性
出典候補：第78回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0323,vocab,тури́зм,туризм,観光,名詞,男性,,,,,,86,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,туризм,2,noun,ru→ja / ja→ru候補,тури́зм,観光,"答え：観光
品詞：名詞
性：男性
出典候補：第86回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0324,vocab,расстоя́ние,расстояние,距離,名詞,中性,,,,,,66,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,расстояние,2,noun,ru→ja / ja→ru候補,расстоя́ние,距離,"答え：距離
品詞：名詞
性：中性
出典候補：第66回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0325,vocab,высота́,высота,高さ,名詞,女性,,,,,,68,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,высота,2,noun,ru→ja / ja→ru候補,высота́,高さ,"答え：高さ
品詞：名詞
性：女性
出典候補：第68回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0326,vocab,центр,центр,中心,名詞,男性,,,,,,72,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,центр,2,noun,ru→ja / ja→ru候補,центр,中心,"答え：中心
品詞：名詞
性：男性
出典候補：第72回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0327,vocab,ко́мната,комната,部屋,名詞,女性,,,,,,78,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,комната,2,noun,ru→ja / ja→ru候補,ко́мната,部屋,"答え：部屋
品詞：名詞
性：女性
出典候補：第78回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0328,vocab,спа́льня,спальня,寝室,名詞,女性,,,,,,82,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,спальня,2,noun,ru→ja / ja→ru候補,спа́льня,寝室,"答え：寝室
品詞：名詞
性：女性
出典候補：第82回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0329,vocab,ку́хня,кухня,台所,名詞,女性,,,,,,84,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,кухня,2,noun,ru→ja / ja→ru候補,ку́хня,台所,"答え：台所
品詞：名詞
性：女性
出典候補：第84回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0330,vocab,шкаф,шкаф,戸棚／クローゼット,名詞,男性,,,,,,86,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,шкаф,2,noun,ru→ja / ja→ru候補,шкаф,戸棚／クローゼット,"答え：戸棚／クローゼット
品詞：名詞
性：男性
出典候補：第86回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0331,vocab,полка,полка,棚,名詞,女性,,,,,,60,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,полка,2,noun,ru→ja / ja→ru候補,полка,棚,"答え：棚
品詞：名詞
性：女性
出典候補：第60回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0332,vocab,стол,стол,机,名詞,男性,,,,,,62,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,стол,2,noun,ru→ja / ja→ru候補,стол,机,"答え：机
品詞：名詞
性：男性
出典候補：第62回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0333,vocab,кровать,кровать,ベッド,名詞,女性,,,,,,64,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,кровать,2,noun,ru→ja / ja→ru候補,кровать,ベッド,"答え：ベッド
品詞：名詞
性：女性
出典候補：第64回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0334,vocab,окно́,окно,窓,名詞,中性,,,,,,66,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,окно,2,noun,ru→ja / ja→ru候補,окно́,窓,"答え：窓
品詞：名詞
性：中性
出典候補：第66回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0335,vocab,ва́за,ваза,花瓶,名詞,女性,,,,,,68,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,ваза,2,noun,ru→ja / ja→ru候補,ва́за,花瓶,"答え：花瓶
品詞：名詞
性：女性
出典候補：第68回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0336,vocab,гита́ра,гитара,ギター,名詞,女性,,,,,,70,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,гитара,2,noun,ru→ja / ja→ru候補,гита́ра,ギター,"答え：ギター
品詞：名詞
性：女性
出典候補：第70回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0337,vocab,шко́ла,школа,学校,名詞,女性,,,,,,74,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,школа,2,noun,ru→ja / ja→ru候補,шко́ла,学校,"答え：学校
品詞：名詞
性：女性
出典候補：第74回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0338,vocab,образова́ние,образование,教育,名詞,中性,,,,,,76,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,образование,2,noun,ru→ja / ja→ru候補,образова́ние,教育,"答え：教育
品詞：名詞
性：中性
出典候補：第76回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0339,vocab,грамотность,грамотность,識字率,名詞,女性,,,,,,82,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,грамотность,2,noun,ru→ja / ja→ru候補,грамотность,識字率,"答え：識字率
品詞：名詞
性：女性
出典候補：第82回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0340,vocab,студе́нт,студент,学生,名詞,男性,,,,,,84,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,студент,2,noun,ru→ja / ja→ru候補,студе́нт,学生,"答え：学生
品詞：名詞
性：男性
出典候補：第84回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0341,vocab,учени́к,ученик,生徒,名詞,男性,,,,,,86,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,ученик,2,noun,ru→ja / ja→ru候補,учени́к,生徒,"答え：生徒
品詞：名詞
性：男性
出典候補：第86回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0342,vocab,конку́рс,конкурс,コンクール,名詞,男性,,,,,,66,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,конкурс,2,noun,ru→ja / ja→ru候補,конку́рс,コンクール,"答え：コンクール
品詞：名詞
性：男性
出典候補：第66回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0343,vocab,музы́ка,музыка,音楽,名詞,女性,,,,,,68,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,музыка,2,noun,ru→ja / ja→ru候補,музы́ка,音楽,"答え：音楽
品詞：名詞
性：女性
出典候補：第68回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0344,vocab,музыка́нт,музыкант,音楽家,名詞,男性,,,,,,70,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,музыкант,2,noun,ru→ja / ja→ru候補,музыка́нт,音楽家,"答え：音楽家
品詞：名詞
性：男性
出典候補：第70回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0345,vocab,исполне́ние,исполнение,演奏,名詞,中性,,,,,,76,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,исполнение,2,noun,ru→ja / ja→ru候補,исполне́ние,演奏,"答え：演奏
品詞：名詞
性：中性
出典候補：第76回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0346,vocab,ро́ждаемость,рождаемость,出生率,名詞,女性,,,,,,84,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,рождаемость,2,noun,ru→ja / ja→ru候補,ро́ждаемость,出生率,"答え：出生率
品詞：名詞
性：女性
出典候補：第84回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0347,vocab,пе́нсия,пенсия,年金,名詞,女性,,,,,,60,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,пенсия,2,noun,ru→ja / ja→ru候補,пе́нсия,年金,"答え：年金
品詞：名詞
性：女性
出典候補：第60回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0348,vocab,возраст,возраст,年齢,名詞,男性,,,,,,64,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,возраст,2,noun,ru→ja / ja→ru候補,возраст,年齢,"答え：年齢
品詞：名詞
性：男性
出典候補：第64回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0349,vocab,рабо́чая си́ла,рабочая сила,労働力,名詞句,女性,,,,,,66,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,рабочая сила,2,noun,ru→ja / ja→ru候補,рабо́чая си́ла,労働力,"答え：労働力
品詞：名詞句
性：女性
出典候補：第66回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0350,vocab,словари́,словари,辞書類,名詞,,複数,,,,,68,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,словари,2,noun,ru→ja / ja→ru候補,словари́,辞書類,"答え：辞書類
品詞：名詞
数：複数
出典候補：第68回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0351,vocab,сло́во,слово,単語,名詞,中性,,,,,,70,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,слово,2,noun,ru→ja / ja→ru候補,сло́во,単語,"答え：単語
品詞：名詞
性：中性
出典候補：第70回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0352,vocab,па́мять,память,記憶,名詞,女性,,,,,,76,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,память,2,noun,ru→ja / ja→ru候補,па́мять,記憶,"答え：記憶
品詞：名詞
性：女性
出典候補：第76回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0353,vocab,оши́бка,ошибка,誤り,名詞,女性,,,,,,82,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,ошибка,2,noun,ru→ja / ja→ru候補,оши́бка,誤り,"答え：誤り
品詞：名詞
性：女性
出典候補：第82回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0354,vocab,исправле́ние,исправление,修正,名詞,中性,,,,,,84,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,исправление,2,noun,ru→ja / ja→ru候補,исправле́ние,修正,"答え：修正
品詞：名詞
性：中性
出典候補：第84回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0355,vocab,контро́льная рабо́та,контрольная работа,小テスト／確認テスト,名詞句,女性,,,,,,86,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,контрольная работа,2,noun,ru→ja / ja→ru候補,контро́льная рабо́та,小テスト／確認テスト,"答え：小テスト／確認テスト
品詞：名詞句
性：女性
出典候補：第86回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0356,vocab,упражне́ние,упражнение,練習問題,名詞,中性,,,,,,60,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,упражнение,2,noun,ru→ja / ja→ru候補,упражне́ние,練習問題,"答え：練習問題
品詞：名詞
性：中性
出典候補：第60回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0357,vocab,зада́ние,задание,課題,名詞,中性,,,,,,62,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,задание,2,noun,ru→ja / ja→ru候補,зада́ние,課題,"答え：課題
品詞：名詞
性：中性
出典候補：第62回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0358,vocab,по́льза,польза,利益／役立つこと,名詞,女性,,,,,,66,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,польза,2,noun,ru→ja / ja→ru候補,по́льза,利益／役立つこと,"答え：利益／役立つこと
品詞：名詞
性：女性
出典候補：第66回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0359,vocab,компью́тер,компьютер,コンピュータ,名詞,男性,,,,,,70,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,компьютер,2,noun,ru→ja / ja→ru候補,компью́тер,コンピュータ,"答え：コンピュータ
品詞：名詞
性：男性
出典候補：第70回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0360,vocab,сайт,саит,サイト,名詞,男性,,,,,,74,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,саит,2,noun,ru→ja / ja→ru候補,сайт,サイト,"答え：サイト
品詞：名詞
性：男性
出典候補：第74回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0361,vocab,приложе́ние,приложение,アプリ,名詞,中性,,,,,,76,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,приложение,2,noun,ru→ja / ja→ru候補,приложе́ние,アプリ,"答え：アプリ
品詞：名詞
性：中性
出典候補：第76回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0362,vocab,да́нные,данные,データ,名詞,,複数,,,,,78,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,данные,2,noun,ru→ja / ja→ru候補,да́нные,データ,"答え：データ
品詞：名詞
数：複数
出典候補：第78回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
m0363,vocab,файл,фаил,ファイル,名詞,男性,,,,,,82,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,фаил,2,noun,ru→ja / ja→ru候補,файл,ファイル,"答え：ファイル
品詞：名詞
性：男性
出典候補：第82回
状態：校正用・未確認",russian2;名詞;校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.70
